Order Date,City,Category
8/18/2017,Dallas,Office Supplies
8/18/2017,Dallas,Office Supplies
12/11/2017,Philadelphia,Furniture
12/10/2017,North Las Vegas,Furniture
2/3/2014,Seattle,Office Supplies
2/3/2014,Seattle,Office Supplies
2/11/2017,San Francisco,Office Supplies
4/16/2017,Chicago,Office Supplies
12/6/2015,Tucson,Furniture
12/6/2015,Tucson,Office Supplies
12/6/2015,Tucson,Office Supplies
12/6/2015,Tucson,Office Supplies
12/6/2015,Tucson,Office Supplies
7/22/2016,Allentown,Office Supplies
7/22/2016,Allentown,Furniture
11/7/2015,Newark,Office Supplies
11/7/2015,Newark,Office Supplies
3/26/2015,Miami,Office Supplies
8/31/2017,Tempe,Office Supplies
8/31/2017,Tempe,Office Supplies
12/4/2016,New York City,Office Supplies
2/10/2017,Laguna Niguel,Furniture
10/29/2016,Bridgeton,Office Supplies
10/29/2016,Bridgeton,Office Supplies
9/15/2017,Everett,Technology
9/15/2017,Everett,Office Supplies
9/15/2017,Everett,Furniture
9/15/2017,Everett,Office Supplies
3/11/2014,Columbus,Furniture
3/11/2014,Columbus,Office Supplies
2/4/2014,San Diego,Office Supplies
2/4/2014,San Diego,Office Supplies
12/31/2014,Watertown,Furniture
11/23/2015,San Antonio,Office Supplies
11/23/2015,San Antonio,Office Supplies
11/23/2015,San Antonio,Office Supplies
7/6/2014,New York City,Technology
11/13/2017,Houston,Office Supplies
6/17/2016,San Diego,Office Supplies
5/3/2014,Appleton,Office Supplies
10/16/2017,Richmond,Office Supplies
2/6/2015,Bellevue,Office Supplies
9/4/2017,Long Beach,Technology
5/9/2016,Philadelphia,Office Supplies
5/9/2016,Philadelphia,Office Supplies
3/16/2015,Seattle,Furniture
4/9/2016,Seattle,Office Supplies
4/4/2014,San Francisco,Office Supplies
9/5/2017,Seattle,Office Supplies
6/30/2017,New York City,Furniture
11/9/2015,Philadelphia,Office Supplies
3/4/2014,Columbia,Office Supplies
3/19/2015,Seattle,Technology
11/29/2015,Allen,Technology
11/29/2015,Allen,Office Supplies
6/11/2017,Los Angeles,Office Supplies
11/26/2017,Atlanta,Office Supplies
11/23/2014,Los Angeles,Furniture
11/23/2014,Los Angeles,Office Supplies
11/23/2014,Los Angeles,Technology
11/23/2014,Los Angeles,Furniture
12/15/2014,El Paso,Technology
12/15/2014,El Paso,Furniture
4/22/2016,Aurora,Office Supplies
5/23/2016,Florence,Office Supplies
2/27/2016,New York City,Office Supplies
8/9/2015,New York City,Technology
8/9/2015,New York City,Furniture
8/9/2015,New York City,Office Supplies
8/9/2015,New York City,Office Supplies
8/9/2015,New York City,Furniture
8/9/2015,New York City,Furniture
8/9/2015,New York City,Technology
8/9/2015,New York City,Office Supplies
8/9/2015,New York City,Office Supplies
8/9/2015,New York City,Technology
5/12/2016,Virginia Beach,Office Supplies
4/15/2016,Grapevine,Office Supplies
4/15/2016,Grapevine,Office Supplies
6/23/2015,Olympia,Technology
10/19/2014,Los Angeles,Office Supplies
3/24/2015,Peoria,Furniture
5/8/2017,Columbus,Furniture
10/16/2017,New York City,Furniture
11/19/2017,Carrollton,Office Supplies
11/19/2017,Carrollton,Office Supplies
11/19/2017,Carrollton,Office Supplies
11/19/2017,Carrollton,Furniture
5/8/2016,Dover,Furniture
12/11/2016,Smyrna,Office Supplies
11/30/2017,Newark,Office Supplies
4/19/2016,Los Angeles,Technology
4/19/2016,Los Angeles,Office Supplies
4/19/2016,Los Angeles,Office Supplies
4/19/2016,Los Angeles,Office Supplies
4/19/2016,Los Angeles,Office Supplies
4/19/2016,Los Angeles,Office Supplies
5/26/2014,Los Angeles,Furniture
5/26/2014,Los Angeles,Technology
5/26/2014,Los Angeles,Technology
12/21/2017,Oakland,Office Supplies
3/15/2016,Philadelphia,Technology
8/10/2015,Eagan,Office Supplies
8/10/2015,Eagan,Office Supplies
8/10/2015,Eagan,Office Supplies
9/10/2016,New York City,Office Supplies
9/10/2016,New York City,Office Supplies
7/8/2017,Kent,Furniture
7/8/2017,Kent,Office Supplies
7/8/2017,Kent,Office Supplies
7/8/2017,Kent,Technology
12/19/2015,Los Angeles,Technology
12/19/2015,Los Angeles,Technology
11/16/2015,New York City,Office Supplies
9/24/2015,Lafayette,Furniture
6/21/2017,Cleveland,Furniture
6/21/2017,Cleveland,Office Supplies
5/8/2016,Cleveland,Office Supplies
5/8/2016,Cleveland,Office Supplies
5/8/2016,Cleveland,Office Supplies
5/8/2016,Cleveland,Office Supplies
5/8/2016,Cleveland,Technology
11/26/2014,Tigard,Office Supplies
11/26/2014,Tigard,Office Supplies
11/26/2014,Tigard,Technology
5/26/2016,Washington,Office Supplies
5/26/2016,Washington,Office Supplies
5/26/2016,Washington,Office Supplies
5/26/2016,Washington,Furniture
11/29/2014,Skokie,Office Supplies
3/19/2015,Seattle,Office Supplies
3/19/2015,Seattle,Technology
3/19/2015,Seattle,Office Supplies
11/1/2015,Philadelphia,Technology
11/1/2015,Philadelphia,Office Supplies
9/26/2015,Philadelphia,Office Supplies
9/26/2015,Philadelphia,Technology
8/29/2014,San Francisco,Office Supplies
8/29/2014,San Francisco,Office Supplies
11/18/2017,Seattle,Office Supplies
11/18/2017,Seattle,Technology
11/18/2017,Seattle,Office Supplies
11/18/2017,Seattle,Office Supplies
11/18/2017,Seattle,Office Supplies
5/12/2014,Milwaukee,Furniture
1/20/2017,Los Angeles,Technology
10/30/2017,Seattle,Office Supplies
10/30/2017,Seattle,Office Supplies
4/30/2017,Philadelphia,Technology
4/30/2017,Philadelphia,Office Supplies
11/24/2016,Dallas,Office Supplies
11/24/2016,Dallas,Technology
11/24/2016,Dallas,Office Supplies
11/24/2016,Dallas,Technology
11/24/2016,Dallas,Office Supplies
11/24/2016,Dallas,Office Supplies
1/10/2015,New York City,Furniture
10/19/2017,Houston,Technology
3/22/2016,North Las Vegas,Technology
7/3/2017,Plano,Technology
12/11/2015,Suffolk,Office Supplies
9/17/2015,Houston,Furniture
9/17/2015,Houston,Office Supplies
5/18/2016,San Francisco,Office Supplies
5/18/2016,San Francisco,Office Supplies
9/7/2014,Philadelphia,Office Supplies
9/7/2014,Philadelphia,Technology
9/7/2014,Philadelphia,Furniture
9/7/2014,Philadelphia,Technology
9/29/2016,Los Angeles,Office Supplies
11/7/2016,San Francisco,Furniture
4/24/2017,Philadelphia,Office Supplies
4/24/2017,Philadelphia,Office Supplies
4/24/2017,Philadelphia,Office Supplies
12/10/2017,Philadelphia,Office Supplies
12/10/2017,Philadelphia,Furniture
8/16/2014,Philadelphia,Furniture
12/9/2017,Indianapolis,Office Supplies
12/9/2017,Indianapolis,Office Supplies
3/14/2016,Columbus,Furniture
6/26/2016,Plano,Technology
9/25/2015,Bayonne,Technology
9/25/2015,Bayonne,Office Supplies
9/25/2015,Bayonne,Technology
12/27/2015,Los Angeles,Office Supplies
12/27/2015,Los Angeles,Office Supplies
6/3/2014,Seattle,Furniture
7/13/2015,New York City,Office Supplies
7/13/2015,New York City,Furniture
7/13/2015,New York City,Office Supplies
2/2/2014,San Diego,Office Supplies
3/8/2016,Glendale,Office Supplies
11/22/2015,Philadelphia,Office Supplies
10/30/2017,San Francisco,Office Supplies
10/30/2017,San Francisco,Technology
10/30/2017,San Francisco,Office Supplies
10/30/2017,San Francisco,Furniture
10/30/2017,San Francisco,Office Supplies
10/30/2017,San Francisco,Office Supplies
1/30/2015,Houston,Office Supplies
9/8/2017,Chicago,Furniture
10/7/2017,San Francisco,Furniture
4/30/2016,New York City,Office Supplies
5/19/2016,New York City,Office Supplies
5/19/2016,New York City,Office Supplies
5/19/2016,New York City,Furniture
5/19/2016,New York City,Furniture
5/19/2016,New York City,Office Supplies
12/20/2015,Chicago,Technology
12/20/2015,Chicago,Technology
12/20/2015,Chicago,Furniture
12/19/2015,Philadelphia,Office Supplies
12/19/2015,Philadelphia,Office Supplies
12/19/2015,Philadelphia,Office Supplies
4/29/2017,Dublin,Furniture
2/7/2016,Springfield,Technology
2/7/2016,Springfield,Office Supplies
9/28/2014,Fayetteville,Office Supplies
9/28/2014,Fayetteville,Office Supplies
7/10/2016,Dallas,Office Supplies
7/10/2016,Dallas,Office Supplies
7/29/2017,Jacksonville,Office Supplies
7/29/2017,Jacksonville,Technology
7/29/2017,Jacksonville,Office Supplies
9/3/2015,San Francisco,Office Supplies
9/3/2015,San Francisco,Technology
9/3/2015,San Francisco,Technology
8/9/2014,San Diego,Office Supplies
10/30/2017,Philadelphia,Office Supplies
10/30/2017,Philadelphia,Furniture
10/30/2017,Philadelphia,Office Supplies
10/30/2017,Philadelphia,Technology
6/6/2014,Rochester,Office Supplies
8/13/2016,Jacksonville,Office Supplies
8/13/2016,Jacksonville,Office Supplies
4/25/2014,Houston,Office Supplies
4/25/2014,Houston,Office Supplies
11/22/2015,San Antonio,Furniture
10/14/2017,Oakland,Furniture
12/2/2017,San Francisco,Office Supplies
12/2/2017,San Francisco,Office Supplies
12/2/2017,San Francisco,Office Supplies
12/8/2015,Fort Worth,Office Supplies
12/8/2015,Fort Worth,Technology
7/13/2015,Houston,Office Supplies
5/11/2014,Houston,Technology
1/5/2014,Philadelphia,Office Supplies
9/5/2015,San Diego,Furniture
9/5/2015,San Diego,Office Supplies
9/5/2015,San Diego,Furniture
8/4/2016,Suffolk,Office Supplies
8/4/2016,Suffolk,Office Supplies
8/4/2016,Suffolk,Furniture
8/4/2016,Suffolk,Office Supplies
3/22/2014,Greensboro,Office Supplies
3/22/2014,Greensboro,Office Supplies
3/2/2017,Dallas,Office Supplies
3/2/2017,Dallas,Office Supplies
11/27/2016,Chicago,Office Supplies
11/27/2016,Chicago,Technology
4/28/2014,Baltimore,Office Supplies
4/28/2014,Baltimore,Office Supplies
4/28/2014,Baltimore,Office Supplies
4/28/2014,Baltimore,Office Supplies
11/24/2015,Los Angeles,Office Supplies
11/24/2015,Los Angeles,Office Supplies
11/11/2016,New York City,Technology
11/11/2016,New York City,Office Supplies
7/9/2015,Franklin,Office Supplies
7/9/2015,Franklin,Office Supplies
9/22/2017,Milwaukee,Office Supplies
9/22/2017,Milwaukee,Technology
9/22/2017,Milwaukee,Office Supplies
9/22/2017,Milwaukee,Technology
2/15/2015,Kenosha,Technology
2/15/2015,Kenosha,Technology
2/15/2015,Kenosha,Technology
9/30/2014,New York City,Office Supplies
12/1/2014,Madison,Furniture
12/1/2014,Madison,Office Supplies
12/8/2014,Houston,Office Supplies
9/5/2016,Olathe,Office Supplies
8/27/2017,New York City,Office Supplies
8/27/2017,New York City,Technology
8/27/2017,New York City,Office Supplies
7/7/2016,San Jose,Furniture
8/8/2016,Dallas,Office Supplies
8/8/2016,Dallas,Office Supplies
11/13/2016,Auburn,Furniture
9/22/2017,Philadelphia,Office Supplies
9/22/2017,Philadelphia,Office Supplies
9/22/2017,Philadelphia,Technology
12/25/2016,Los Angeles,Technology
12/25/2016,Los Angeles,Office Supplies
12/25/2016,Los Angeles,Technology
2/11/2016,Tulsa,Technology
10/23/2016,Chicago,Furniture
10/23/2016,Chicago,Office Supplies
6/9/2014,Harrisonburg,Furniture
11/20/2017,Newark,Furniture
11/20/2017,Newark,Furniture
9/14/2015,Los Angeles,Furniture
6/4/2015,Seattle,Office Supplies
6/4/2015,Seattle,Office Supplies
12/13/2015,Los Angeles,Office Supplies
5/25/2014,Chicago,Office Supplies
5/25/2014,Chicago,Furniture
2/16/2016,Chicago,Office Supplies
2/16/2016,Chicago,Office Supplies
2/16/2016,Chicago,Furniture
2/16/2016,Chicago,Office Supplies
12/22/2016,Redmond,Office Supplies
12/22/2016,Redmond,Furniture
12/22/2016,Redmond,Furniture
2/8/2016,Raleigh,Technology
7/13/2015,Macon,Office Supplies
5/18/2014,Cleveland,Technology
10/21/2017,Muskogee,Technology
10/21/2017,Muskogee,Furniture
11/5/2015,Monroe,Furniture
8/1/2017,Austin,Technology
8/1/2017,Austin,Office Supplies
6/21/2014,Meriden,Office Supplies
2/19/2017,Roswell,Office Supplies
8/1/2014,Charlotte,Office Supplies
8/1/2014,Charlotte,Furniture
8/1/2014,Charlotte,Office Supplies
8/1/2014,Charlotte,Office Supplies
7/18/2016,Bowling Green,Furniture
2/9/2015,San Antonio,Office Supplies
2/9/2015,San Antonio,Furniture
7/29/2017,Seattle,Technology
1/12/2017,Washington,Office Supplies
1/12/2017,Washington,Furniture
9/10/2017,Los Angeles,Furniture
9/10/2017,Los Angeles,Office Supplies
7/20/2015,South Bend,Office Supplies
7/20/2015,South Bend,Technology
7/20/2015,South Bend,Office Supplies
7/20/2015,South Bend,Office Supplies
7/20/2015,South Bend,Office Supplies
7/20/2015,South Bend,Office Supplies
6/13/2014,Los Angeles,Office Supplies
5/12/2017,Houston,Office Supplies
5/12/2017,Houston,Office Supplies
9/3/2015,Bristol,Office Supplies
9/3/2015,Bristol,Technology
3/26/2017,New York City,Furniture
3/26/2017,New York City,Technology
11/12/2014,San Antonio,Office Supplies
10/13/2016,Aurora,Furniture
10/13/2016,Aurora,Furniture
11/12/2017,Newark,Technology
4/15/2017,Henderson,Furniture
6/25/2015,Philadelphia,Office Supplies
6/25/2015,Philadelphia,Office Supplies
8/26/2016,Seattle,Office Supplies
7/21/2014,San Francisco,Office Supplies
7/21/2014,San Francisco,Furniture
7/21/2014,San Francisco,Furniture
11/21/2017,Spokane,Furniture
6/4/2014,Columbus,Office Supplies
3/10/2016,Long Beach,Furniture
3/25/2017,San Antonio,Technology
12/29/2017,Los Angeles,Furniture
12/29/2017,Los Angeles,Technology
3/28/2017,Jacksonville,Office Supplies
3/5/2015,New York City,Office Supplies
3/5/2015,New York City,Furniture
3/5/2015,New York City,Office Supplies
11/13/2016,Philadelphia,Office Supplies
1/19/2017,Keller,Office Supplies
4/22/2016,San Francisco,Furniture
5/13/2014,Hialeah,Office Supplies
5/13/2014,Hialeah,Office Supplies
10/21/2014,Fairfield,Office Supplies
10/21/2014,Fairfield,Furniture
3/14/2014,Huntington Beach,Office Supplies
3/14/2014,Huntington Beach,Office Supplies
12/22/2017,Port Orange,Office Supplies
11/24/2016,Medford,Office Supplies
12/2/2017,Charlottesville,Office Supplies
12/31/2015,Missoula,Office Supplies
10/3/2017,Minneapolis,Office Supplies
8/29/2014,Miami,Office Supplies
8/29/2014,Miami,Office Supplies
8/29/2014,Miami,Furniture
6/29/2016,Florence,Office Supplies
8/20/2016,Detroit,Technology
10/21/2017,Springfield,Office Supplies
10/21/2017,Springfield,Furniture
10/21/2017,Springfield,Technology
10/21/2017,Indianapolis,Office Supplies
5/17/2016,Apopka,Office Supplies
5/17/2016,Apopka,Office Supplies
2/3/2015,Los Angeles,Furniture
12/18/2017,Oceanside,Furniture
11/15/2016,Los Angeles,Technology
7/3/2017,Houston,Office Supplies
7/3/2017,Houston,Technology
1/15/2014,Roswell,Technology
4/30/2017,Boynton Beach,Office Supplies
4/30/2017,Boynton Beach,Office Supplies
4/30/2017,Boynton Beach,Office Supplies
11/8/2015,Franklin,Office Supplies
10/30/2015,Detroit,Technology
8/17/2017,Watertown,Office Supplies
8/17/2017,Watertown,Furniture
10/3/2015,Reading,Office Supplies
7/8/2016,Arlington,Technology
7/8/2016,Arlington,Office Supplies
12/5/2017,San Diego,Office Supplies
3/9/2017,San Francisco,Technology
6/9/2016,Los Angeles,Technology
11/28/2017,Denver,Office Supplies
3/16/2017,Seattle,Office Supplies
3/16/2017,Seattle,Office Supplies
3/16/2017,Seattle,Technology
11/27/2016,Scottsdale,Technology
8/6/2017,Lafayette,Furniture
8/6/2017,Lafayette,Furniture
11/27/2017,San Francisco,Office Supplies
11/27/2017,San Francisco,Technology
5/25/2015,San Francisco,Furniture
7/8/2016,Broomfield,Office Supplies
7/8/2016,Broomfield,Office Supplies
7/8/2016,Broomfield,Office Supplies
7/8/2016,Broomfield,Furniture
8/29/2017,Quincy,Office Supplies
8/29/2017,Quincy,Office Supplies
8/29/2017,Quincy,Office Supplies
6/20/2016,Carrollton,Technology
6/20/2016,Carrollton,Office Supplies
9/2/2017,New York City,Office Supplies
9/2/2017,New York City,Furniture
9/2/2017,New York City,Furniture
9/2/2017,New York City,Office Supplies
9/2/2017,New York City,Office Supplies
9/2/2017,New York City,Technology
9/2/2017,New York City,Office Supplies
9/2/2017,New York City,Furniture
9/2/2017,New York City,Office Supplies
9/2/2017,New York City,Technology
9/2/2017,New York City,Technology
9/2/2017,New York City,Office Supplies
9/10/2017,Springfield,Office Supplies
9/10/2017,Springfield,Office Supplies
9/10/2017,Springfield,Technology
9/10/2017,Springfield,Technology
9/10/2017,Springfield,Office Supplies
9/10/2017,Springfield,Office Supplies
9/10/2017,Springfield,Office Supplies
9/10/2017,Springfield,Office Supplies
12/21/2017,Paterson,Technology
12/21/2017,Paterson,Office Supplies
12/21/2017,Paterson,Office Supplies
9/23/2017,Tulsa,Technology
5/6/2017,Chicago,Office Supplies
5/6/2017,Chicago,Technology
12/14/2014,Chicago,Office Supplies
12/14/2014,Chicago,Office Supplies
12/14/2014,Chicago,Technology
10/18/2014,Montgomery,Office Supplies
10/18/2014,Montgomery,Technology
10/18/2014,Montgomery,Furniture
5/8/2015,Salem,Office Supplies
4/14/2016,Glendale,Furniture
4/14/2016,Glendale,Office Supplies
12/14/2015,Columbus,Office Supplies
12/3/2014,Oklahoma City,Technology
11/25/2014,Brentwood,Office Supplies
11/25/2014,Brentwood,Furniture
11/25/2014,Brentwood,Office Supplies
7/25/2016,Columbus,Technology
11/9/2015,Springfield,Office Supplies
11/9/2015,Springfield,Furniture
11/9/2015,Springfield,Office Supplies
11/9/2015,Springfield,Office Supplies
2/24/2017,Philadelphia,Office Supplies
6/25/2017,Springfield,Office Supplies
6/25/2017,Springfield,Office Supplies
6/25/2017,Springfield,Office Supplies
12/2/2017,Houston,Office Supplies
12/2/2017,Houston,Furniture
2/6/2014,Chesapeake,Office Supplies
2/6/2014,Chesapeake,Technology
2/6/2014,Chesapeake,Technology
4/11/2017,Pasadena,Technology
4/11/2017,Pasadena,Office Supplies
12/25/2017,Louisville,Office Supplies
12/25/2017,Louisville,Furniture
4/11/2017,Lubbock,Office Supplies
12/31/2014,Columbia,Office Supplies
12/31/2014,Columbia,Technology
8/3/2017,Chicago,Furniture
11/15/2014,Johnson City,Office Supplies
11/15/2014,Johnson City,Office Supplies
11/15/2014,Johnson City,Office Supplies
12/11/2015,Houston,Technology
12/11/2015,Houston,Office Supplies
9/18/2016,Auburn,Furniture
9/18/2016,Auburn,Office Supplies
9/18/2016,Auburn,Office Supplies
3/19/2015,San Bernardino,Office Supplies
3/19/2015,San Bernardino,Office Supplies
3/19/2015,San Bernardino,Office Supplies
3/19/2015,San Bernardino,Office Supplies
9/19/2016,Providence,Office Supplies
9/19/2016,Providence,Office Supplies
9/19/2016,Providence,Office Supplies
9/19/2016,Providence,Furniture
8/20/2017,Fresno,Office Supplies
3/13/2015,Seattle,Furniture
9/8/2016,Lancaster,Office Supplies
9/8/2016,Lancaster,Office Supplies
11/26/2015,Leominster,Office Supplies
11/26/2015,Leominster,Office Supplies
11/26/2015,Leominster,Office Supplies
11/26/2015,Leominster,Office Supplies
12/9/2016,Fort Worth,Office Supplies
12/9/2016,Fort Worth,Office Supplies
9/25/2017,Rochester,Office Supplies
9/25/2017,Rochester,Furniture
1/23/2015,Bozeman,Office Supplies
1/23/2015,Bozeman,Office Supplies
6/18/2015,Peoria,Office Supplies
6/18/2015,Peoria,Office Supplies
6/18/2015,Peoria,Office Supplies
6/18/2015,Peoria,Furniture
10/2/2015,San Diego,Office Supplies
11/18/2017,Lakewood,Office Supplies
8/17/2014,Houston,Office Supplies
7/17/2016,Perth Amboy,Office Supplies
7/17/2016,Perth Amboy,Technology
7/17/2016,Perth Amboy,Office Supplies
7/11/2015,Philadelphia,Furniture
7/11/2015,Philadelphia,Office Supplies
7/11/2015,Philadelphia,Office Supplies
7/11/2015,Philadelphia,Furniture
7/11/2015,Philadelphia,Office Supplies
7/11/2015,Philadelphia,Furniture
12/1/2016,Richmond,Furniture
12/22/2017,Detroit,Technology
12/22/2017,Detroit,Furniture
12/22/2017,Detroit,Technology
12/22/2017,Detroit,Furniture
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Office Supplies
10/31/2014,Los Angeles,Furniture
10/31/2014,Los Angeles,Technology
10/31/2014,Los Angeles,Office Supplies
4/13/2015,Pomona,Technology
4/13/2015,Pomona,Furniture
7/21/2016,Philadelphia,Office Supplies
11/20/2017,Ontario,Furniture
11/26/2016,Seattle,Office Supplies
11/7/2017,Brentwood,Technology
11/7/2017,Brentwood,Technology
12/1/2014,San Francisco,Furniture
9/12/2017,Baltimore,Office Supplies
9/12/2017,Baltimore,Office Supplies
9/12/2017,Baltimore,Office Supplies
12/24/2015,Phoenix,Office Supplies
12/24/2015,Phoenix,Technology
12/24/2015,Phoenix,Furniture
2/23/2017,Los Angeles,Office Supplies
11/23/2014,Houston,Office Supplies
6/23/2016,New York City,Office Supplies
6/23/2016,New York City,Office Supplies
6/23/2016,New York City,Office Supplies
6/23/2016,New York City,Office Supplies
6/23/2016,New York City,Office Supplies
10/26/2015,Rancho Cucamonga,Office Supplies
7/15/2017,Wilmington,Office Supplies
7/15/2017,Wilmington,Furniture
11/17/2014,Moorhead,Furniture
4/13/2015,Farmington,Office Supplies
11/25/2015,Wilmington,Office Supplies
5/15/2016,Jackson,Office Supplies
5/15/2016,Jackson,Office Supplies
5/15/2016,Jackson,Office Supplies
9/7/2017,Portland,Office Supplies
9/7/2017,Portland,Technology
3/10/2014,Denver,Office Supplies
3/10/2014,Denver,Office Supplies
7/18/2014,Tucson,Furniture
3/24/2017,New York City,Office Supplies
3/24/2017,New York City,Technology
9/30/2014,Boynton Beach,Office Supplies
9/26/2014,Mesquite,Office Supplies
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Furniture
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Technology
10/31/2015,Redlands,Office Supplies
10/31/2015,Redlands,Furniture
10/12/2015,Rochester,Furniture
9/19/2016,Stockton,Office Supplies
4/13/2017,Seattle,Office Supplies
4/13/2017,Seattle,Office Supplies
1/7/2017,Ormond Beach,Office Supplies
11/9/2017,Sunnyvale,Furniture
9/22/2017,Lansing,Furniture
9/22/2017,Lansing,Office Supplies
12/1/2017,Philadelphia,Office Supplies
12/1/2017,Philadelphia,Technology
6/23/2014,Philadelphia,Technology
10/4/2015,Philadelphia,Furniture
10/4/2015,Philadelphia,Office Supplies
5/20/2014,Dover,Office Supplies
5/20/2014,Dover,Office Supplies
5/20/2014,Dover,Furniture
11/20/2015,New York City,Office Supplies
11/30/2015,Philadelphia,Office Supplies
11/30/2015,Philadelphia,Office Supplies
11/30/2015,Philadelphia,Technology
12/31/2015,Grand Prairie,Furniture
12/31/2015,Grand Prairie,Office Supplies
11/16/2017,New York City,Office Supplies
6/6/2014,Long Beach,Office Supplies
6/6/2014,Long Beach,Office Supplies
6/6/2014,Long Beach,Furniture
9/1/2016,Philadelphia,Office Supplies
9/1/2016,Philadelphia,Technology
9/1/2016,Philadelphia,Office Supplies
6/25/2016,York,Furniture
6/25/2016,York,Office Supplies
6/25/2016,York,Office Supplies
12/12/2014,Concord,Furniture
3/31/2017,New York City,Technology
11/19/2017,College Station,Furniture
11/24/2014,Saint Louis,Technology
11/22/2015,Quincy,Office Supplies
7/14/2016,New York City,Office Supplies
4/30/2016,Dallas,Furniture
7/25/2016,Los Angeles,Office Supplies
6/22/2014,Minneapolis,Office Supplies
6/22/2014,Minneapolis,Office Supplies
10/21/2017,Deltona,Office Supplies
9/3/2016,Chicago,Office Supplies
5/14/2016,Cincinnati,Furniture
1/7/2016,Oakland,Office Supplies
3/13/2017,Manteca,Office Supplies
10/13/2016,Laredo,Technology
10/13/2016,Laredo,Office Supplies
10/13/2016,Laredo,Furniture
10/13/2016,Laredo,Office Supplies
10/13/2016,Laredo,Office Supplies
1/27/2017,Kent,Office Supplies
1/27/2017,Kent,Technology
1/27/2017,Kent,Technology
11/19/2017,San Angelo,Furniture
8/1/2014,San Francisco,Office Supplies
7/30/2016,Houston,Office Supplies
7/30/2015,Houston,Office Supplies
10/15/2016,Salt Lake City,Office Supplies
10/15/2016,Salt Lake City,Office Supplies
10/15/2016,Salt Lake City,Office Supplies
10/15/2016,Salt Lake City,Office Supplies
5/7/2016,New York City,Office Supplies
5/7/2016,New York City,Office Supplies
5/7/2016,New York City,Furniture
5/7/2016,New York City,Technology
5/7/2016,New York City,Technology
5/7/2016,New York City,Furniture
8/1/2017,Salinas,Office Supplies
7/14/2016,Huntsville,Technology
8/10/2017,Columbus,Office Supplies
8/10/2017,Columbus,Furniture
8/10/2017,Columbus,Technology
6/25/2016,Los Angeles,Office Supplies
12/10/2016,Seattle,Office Supplies
12/10/2016,Seattle,Office Supplies
12/10/2016,Seattle,Office Supplies
12/10/2016,Seattle,Office Supplies
12/10/2016,Seattle,Technology
12/1/2016,Knoxville,Office Supplies
11/28/2014,Montgomery,Office Supplies
3/28/2015,Philadelphia,Office Supplies
3/28/2015,Philadelphia,Office Supplies
6/1/2014,Little Rock,Furniture
6/1/2014,Little Rock,Technology
9/6/2015,Seattle,Office Supplies
9/6/2015,Seattle,Furniture
6/29/2015,Lancaster,Furniture
9/10/2016,Bristol,Office Supplies
7/14/2014,Aurora,Office Supplies
7/14/2014,Aurora,Technology
8/22/2015,New York City,Office Supplies
11/14/2014,Fairfield,Technology
11/14/2014,Fairfield,Office Supplies
11/27/2016,Lincoln Park,Office Supplies
11/21/2017,New York City,Furniture
10/1/2017,San Jose,Office Supplies
10/1/2017,San Jose,Office Supplies
10/1/2017,San Jose,Office Supplies
10/1/2017,San Jose,Furniture
9/20/2014,Jacksonville,Office Supplies
7/28/2017,San Francisco,Office Supplies
7/28/2017,San Francisco,Office Supplies
7/28/2017,San Francisco,Technology
12/6/2015,Marion,Technology
12/6/2015,Marion,Office Supplies
12/6/2015,Marion,Furniture
7/31/2017,Philadelphia,Office Supplies
3/19/2016,Littleton,Furniture
7/29/2017,Austin,Office Supplies
7/29/2017,Austin,Technology
10/1/2016,New York City,Furniture
3/31/2014,San Francisco,Office Supplies
3/31/2014,San Francisco,Office Supplies
6/26/2017,La Porte,Furniture
7/9/2017,Chicago,Office Supplies
12/14/2015,Portland,Technology
12/5/2017,Burlington,Technology
9/15/2015,Indianapolis,Office Supplies
9/15/2015,Indianapolis,Office Supplies
7/15/2016,Provo,Office Supplies
4/20/2017,Chicago,Furniture
11/15/2016,Los Angeles,Office Supplies
11/15/2016,Los Angeles,Office Supplies
11/26/2016,Philadelphia,Technology
11/21/2017,Pasadena,Office Supplies
11/21/2017,Pasadena,Office Supplies
11/21/2017,Pasadena,Office Supplies
11/21/2017,Pasadena,Office Supplies
11/21/2017,Pasadena,Technology
2/15/2015,Los Angeles,Office Supplies
2/15/2015,Los Angeles,Office Supplies
2/15/2015,Los Angeles,Office Supplies
2/15/2015,Los Angeles,Office Supplies
2/15/2015,Los Angeles,Office Supplies
4/15/2016,San Diego,Office Supplies
9/28/2015,San Francisco,Office Supplies
9/28/2015,San Francisco,Office Supplies
9/17/2016,Bangor,Technology
9/17/2016,Bangor,Furniture
6/16/2017,San Francisco,Furniture
6/16/2017,San Francisco,Office Supplies
11/8/2015,San Diego,Office Supplies
11/8/2015,San Diego,Technology
12/18/2015,New York City,Technology
2/6/2017,Arlington,Furniture
11/14/2016,Atlanta,Technology
11/14/2016,Atlanta,Office Supplies
11/14/2016,Atlanta,Office Supplies
10/12/2017,Monroe,Office Supplies
